CVU,NOMBRE,NIVEL
166999,"ROMERO TLALOLINI, MARIA DE LOS ANGELES",Investigador(a) Nacional Nivel I
167020,"MIS FERNANDEZ, RICARDO JAVIER",Investigador(a) Nacional Nivel I
167023,"PEREYDA PIERRE, CARLOS ALBERTO",Candidato(a) a Investigador(a) Nacional
167042,"VILLANUEVA SEGURA, OLGA KARINA",Investigador(a) Nacional Nivel I
167043,"SERRANO VARGAS, MARIO AMADO",Investigador(a) Nacional Nivel I
167055,"ARZATE QUINTANA, CARLOS",Investigador(a) Nacional Nivel I
167060,"VIVEROS VALDEZ, JOSE EZEQUIEL",Investigador(a) Nacional Nivel I
167075,"SANTIAGO MONTERO, RAUL",Investigador(a) Nacional Nivel I
167090,"BAEZ CARLOS, ADRIANA DEL ROSARIO",Investigador(a) Nacional Nivel I
167093,"VAZQUEZ NUÑEZ, EDGAR",Investigador(a) Nacional Nivel I
167111,"LARA LARA, JAIME",Investigador(a) Nacional Nivel I
167115,"GOMEZ PERALTA, HECTOR",Investigador(a) Nacional Nivel II
167121,"FLORES PEÑALOZA, JOSE DAVID",Investigador(a) Nacional Nivel I
167137,"VIVEROS MENDEZ, PERLA XOCHIL",Investigador(a) Nacional Nivel I
167150,"GURROLA RIOS, CESAR",Investigador(a) Nacional Nivel I
167156,"SANCHEZ CHAVEZ, HUGO DAVID",Candidato(a) a Investigador(a) Nacional
167161,"NAVA VELAZCO, URIEL RODRIGO",Investigador(a) Nacional Nivel I
167165,"VILLANUEVA MALDONADO, JUVENAL",Investigador(a) Nacional Nivel I
167174,"YNZUNZA CORTES, CARMEN BERENICE",Investigador(a) Nacional Nivel I
167176,"FEREGRINO FEREGRINO, JORGE",Investigador(a) Nacional Nivel I
167182,"SANDOVAL CABRERA, SEYKA VERONICA",Investigador(a) Nacional Nivel I
167188,"GARCIA SANCHEZ, LILIANA",Investigador(a) Nacional Nivel I
167194,"SOTO ESQUIVEL, ROBERTO",Investigador(a) Nacional Nivel I
167205,"FIGUEROA LARA, ALDO",Investigador(a) Nacional Nivel I
167207,"BELTRAN MORALES, ALBERTO",Investigador(a) Nacional Nivel I
167226,"MIRANDA CALDERON, JORGE ESTEBAN",Investigador(a) Nacional Nivel I
167227,"DOMINGUEZ CHAVEZ, JORGE GUILLERMO",Investigador(a) Nacional Nivel I
167241,"RODRIGUEZ MONTOYA, RODOLFO IVAN",Investigador(a) Nacional Nivel I
167247,"SILVA PEREYRA, HECTOR GABRIEL",Investigador(a) Nacional Nivel I
167248,"AVILA SORROSA, ALCIVES",Investigador(a) Nacional Nivel I
167249,"LOPEZ AGUIRRE, SAMUEL",Candidato(a) a Investigador(a) Nacional
167254,"ALVARADO GONZALEZ, ALICIA MONTSERRAT",Candidato(a) a Investigador(a) Nacional
167260,"ROSALES ZARATE, LAURA ELENA CASANDRA",Investigador(a) Nacional Nivel I
167265,"AVENDAÑO GARRIDO, MARTHA LORENA",Investigador(a) Nacional Nivel I
167268,"DEGOLLADO DAZA, JUAN CARLOS",Investigador(a) Nacional Nivel II
167270,"BALLESTEROS ZEBADUA, PAOLA",Investigador(a) Nacional Nivel I
167277,"RODRIGUEZ PEREZ, ADRIANA SARAI",Candidato(a) a Investigador(a) Nacional
167278,"ZAMORA GOMEZ, ERIK",Investigador(a) Nacional Nivel I
167292,"DE ALBA CASILLAS, HERNAN",Investigador(a) Nacional Nivel I
167300,"DUPONT GARCIA, LUIS ALFREDO",Investigador(a) Nacional Nivel I
167306,"VASQUEZ ARZOLA, ALEJANDRO",Investigador(a) Nacional Nivel II
167316,"LOPEZ AVITIA, ROBERTO",Investigador(a) Nacional Nivel I
167322,"HERNANDEZ HERNANDEZ, IVONNE JUDITH",Investigador(a) Nacional Nivel I
167328,"MARTIN GONZALEZ, ANABEL",Investigador(a) Nacional Nivel I
167352,"PELAYO VAZQUEZ, JOSE BENITO",Investigador(a) Nacional Nivel I
167361,"GARZA AGUILAR, SARA MARGARITA",Investigador(a) Nacional Nivel I
167362,"CASTRO SANCHEZ, LUIS ALBERTO",Investigador(a) Nacional Nivel I
167372,"LUVIANO JUAREZ, ALBERTO",Investigador(a) Nacional Nivel I
167375,"CASADOS VAZQUEZ, LUZ EDITH",Investigador(a) Nacional Nivel I
167388,"BARRON CEDEÑO, LUIS ALBERTO",Investigador(a) Nacional Nivel I
167389,"SANTILLAN ESQUEDA, MARTHA",Investigador(a) Nacional Nivel I
167394,"GONZALEZ BAZUA, ALEJANDRA",Investigador(a) Nacional Nivel I
167402,"PORTADOR GARCIA, TERESA DE JESUS",Investigador(a) Nacional Nivel I
167407,"GONZALEZ CASTILLO, ELENA CRISTINA",Investigador(a) Nacional Nivel I
167426,"OCAMPO BARCENAS, AZUCENA",Candidato(a) a Investigador(a) Nacional
167429,"RIOS VALDOVINOS, EDNA IRIS",Investigador(a) Nacional Nivel I
167430,"ELIZALDE MARTINEZ, IGNACIO",Investigador(a) Nacional Nivel I
167452,"MONTOYA PEREZ, ROCIO DEL CARMEN",Investigador(a) Nacional Nivel I
167455,"SANCHEZ GUERRA, MARCO ANTONIO",Investigador(a) Nacional Nivel I
167456,"MIRANDA VIRAMONTES, ISAIAS",Investigador(a) Nacional Nivel I
167458,"GARDUÑO VERTIZ, SALVADOR IVAN",Investigador(a) Nacional Nivel I
167463,"MENDEZ MONROY, PAUL ERICK",Investigador(a) Nacional Nivel I
167474,"ALBARRAN JUAREZ, JULIAN ALBERTO",Investigador(a) Nacional Nivel I
167475,"ZEPEDA JAZO, ALBERTO ISAAC",Investigador(a) Nacional Nivel I
167483,"SEPULVEDA CERVANTES, GABRIEL",Investigador(a) Nacional Nivel I
167510,"SOSA GUERRERO, LETICIA",Investigador(a) Nacional Nivel I
167517,"LUNA MUNGUIA, HIRAM",Investigador(a) Nacional Nivel I
167525,"CEBALLOS ALVAREZ, GUADALUPE ISABEL",Investigador(a) Nacional Nivel I
167527,"HERNANDEZ HERNANDEZ, VLADIMIR",Investigador(a) Nacional Nivel I
167529,"TREJO PEÑA, ALMA PAOLA",Investigador(a) Nacional Nivel I
167533,"ESTEVEZ NENNINGER, ETTY HAYDEE",Investigador(a) Nacional Nivel I
167539,"REYES CORTES, MIGUEL ANGEL",Investigador(a) Nacional Nivel I
167540,"PEREZ EXPOSITO, LEONEL",Investigador(a) Nacional Nivel I
167541,"MENDOZA VON DER BORCH, TATIANA MARIA",Candidato(a) a Investigador(a) Nacional
167554,"MARTINEZ DOMINGUEZ, MARLEN",Investigador(a) Nacional Nivel I
167558,"HERNANDEZ HERNANDEZ, MA LETICIA",Candidato(a) a Investigador(a) Nacional
167567,"GALLARDO HERNANDEZ, SALVADOR",Investigador(a) Nacional Nivel I
167570,"TORRES RAMOS, SULEMA",Investigador(a) Nacional Nivel I
167571,"NAVARRETE CAZALES, ZAIRA",Investigador(a) Nacional Nivel I
167573,"PAREDES LOPEZ, MIREYA",Candidato(a) a Investigador(a) Nacional
167578,"ALONSO VALERDI, LUZ MARIA",Investigador(a) Nacional Nivel I
167581,"MAGAÑA SANCHEZ, PABLO ADRIAN",Candidato(a) a Investigador(a) Nacional
167586,"PINZON CASTRO, SANDRA YESENIA",Investigador(a) Nacional Nivel I
167628,"GUIZAR GONZALEZ, CECILIA",Candidato(a) a Investigador(a) Nacional
167638,"CASARRUBIAS VARGAS, HERIBERTO",Candidato(a) a Investigador(a) Nacional
167639,"TREJO ALBA, CAROLINA",Candidato(a) a Investigador(a) Nacional
167650,"GONZALEZ LUNA, FABIAN",Investigador(a) Nacional Nivel I
167657,"TELLEZ CABRERA, MARCO RICARDO",Investigador(a) Nacional Nivel I
167683,"RAMIREZ GONZALEZ, PEDRO EZEQUIEL",Investigador(a) Nacional Nivel I
167693,"GARCIA HERNANDEZ, NADIA VANESSA",Investigador(a) Nacional Nivel I
167697,"MORAILA MARTINEZ, CARMEN LUCIA",Investigador(a) Nacional Nivel I
167713,"MARTINEZ VARGAS, ANABEL",Investigador(a) Nacional Nivel I
167714,"LUNA BENOSO, BENJAMIN",Investigador(a) Nacional Nivel I
167716,"ARGUELLES CRUZ, AMADEO JOSE",Investigador(a) Nacional Nivel II
167724,"PILONI MARTINI, JAVIER",Investigador(a) Nacional Nivel I
167727,"DE LEON CALDERON, ALMA PATRICIA",Investigador(a) Nacional Nivel I
167730,"FLORES DIAZ, ADRIANA CAROLINA",Candidato(a) a Investigador(a) Nacional
167759,"QUINTERO SANCHEZ, ADELINA",Candidato(a) a Investigador(a) Nacional
167774,"MONJARAZ DOMINGUEZ, JORGE ALFONSO",Candidato(a) a Investigador(a) Nacional
167778,"TECUAPETLA GOMEZ, INDER RAFAEL",Investigador(a) Nacional Nivel I
167790,"FLORES ROJAS, ERNESTO",Investigador(a) Nacional Nivel I
167821,"MEZA ESPINOZA, LUIS OCTAVIO",Investigador(a) Nacional Nivel II
167827,"GUZMAN CHAVEZ, ANA DINORA",Investigador(a) Nacional Nivel II
167830,"ROMERO BORBON, EVELYN",Candidato(a) a Investigador(a) Nacional
167832,"LOPEZ ALMEJO, JOSE DE JESUS",Investigador(a) Nacional Nivel I
167835,"GALAVIZ MOSQUEDA, GABRIEL ALEJANDRO",Investigador(a) Nacional Nivel I
167836,"ZAVALETA HERNANDEZ, SANDRA KANETY",Investigador(a) Nacional Nivel I
167847,"ALVAREZ VALENCIA, LUIS HUMBERTO",Investigador(a) Nacional Nivel II
167863,"IÑIGUEZ CARRILLO, ADRIANA LORENA",Investigador(a) Nacional Nivel I
167864,"GUTIERREZ HERNANDEZ, DAVID ASAEL",Investigador(a) Nacional Nivel I
167868,"SANCHEZ DOMINGUEZ, MARIO SALVADOR",Investigador(a) Nacional Nivel I
167871,"COSIO LEON, MARIA DE LOS ANGELES",Investigador(a) Nacional Nivel I
167872,"ROMERO ARELLANO, VICTOR HUGO",Investigador(a) Nacional Nivel I
167875,"VILLASEÑOR MORA, CARLOS",Investigador(a) Nacional Nivel I
167877,"JUAREZ REYES, ALEJANDRO",Investigador(a) Nacional Nivel I
167878,"GREGORIO JORGE, JOSEFAT",Investigador(a) Nacional Nivel I
167883,"MOLINA SANCHEZ, RUBEN",Investigador(a) Nacional Nivel I
167892,"GUTIERREZ CORTES, PORFIRIO MAURICIO",Investigador(a) Nacional Nivel I
167912,"CASARES CONTRERAS, ORLANDO JOSUE",Investigador(a) Nacional Nivel I
167928,"HIDALGO GONZALEZ, JOSE LUIS",Investigador(a) Nacional Nivel I
167929,"VILLEGAS GARCIA, IRMA LORENA",Investigador(a) Nacional Nivel I
167943,"RAMOS CHAVEZ, HECTOR ALEJANDRO",Investigador(a) Nacional Nivel II
167946,"LOZADA TEQUEANES, ANA LILIA",Investigador(a) Nacional Nivel I
167955,"SOTO CAJIGA, JORGE ALBERTO",Investigador(a) Nacional Nivel I
167957,"CANTORAL PRECIADO, ALEJANDRA DE JESUS",Investigador(a) Nacional Nivel II
167960,"HERNANDEZ BARRERA, LUCIA",Investigador(a) Nacional Nivel I
167961,"RUIZ MENDEZ, GERMAN",Candidato(a) a Investigador(a) Nacional
167962,"POOL CIBRIAN, WILSON JESUS",Candidato(a) a Investigador(a) Nacional
167972,"ALPUCHE HERNANDEZ, AMILCAR",Candidato(a) a Investigador(a) Nacional
167977,"MOO ESTRELLA, JESUS ANTONIO",Investigador(a) Nacional Nivel I
167984,"FARIAS CEPEDA, LORENA",Investigador(a) Nacional Nivel I
167992,"GARCIA CASTAÑEDA, MARIA CONCEPCION",Investigador(a) Nacional Nivel I
167994,"SCHILMANN HALBINGER, ASTRID",Investigador(a) Nacional Nivel II
167997,"HERNANDEZ PAVON, JULIO CESAR",Investigador(a) Nacional Nivel I
167998,"BRAVO AHUJA RUIZ, MARIA MARCELA",Investigador(a) Nacional Nivel I
168011,"DE LA TORRE VALDEZ, HUGO CESAR",Investigador(a) Nacional Nivel I
168028,"RODRIGUEZ RIOJAS, GERALDINA",Candidato(a) a Investigador(a) Nacional
168052,"AVILES QUEVEDO, EVANGELINA",Investigador(a) Nacional Nivel I
168056,"BERNAL DOMINGUEZ, DEYANIRA",Investigador(a) Nacional Nivel I
168059,"TAPIA FONLLEM, CESAR OCTAVIO",Investigador(a) Nacional Nivel II
168061,"LABORIN ALVAREZ, JESUS FRANCISCO",Investigador(a) Nacional Nivel I
168075,"GOBEL , CHRISTOF ADOLF",Investigador(a) Nacional Nivel I
168089,"LOPEZ RAMIREZ, BLANCA CECILIA",Investigador(a) Nacional Nivel I
168091,"RODRIGUEZ MAYA, NOEL ENRIQUE",Investigador(a) Nacional Nivel I
168110,"ROMERO ROSALES, TEOLINCACIHUATL",Candidato(a) a Investigador(a) Nacional
168117,"REYES JAQUEZ, DAMIAN",Investigador(a) Nacional Nivel I
168120,"PEREZ GUTIERREZ, ENRIQUE",Investigador(a) Nacional Nivel I
168123,"GARCIA LOPEZ, MARIA CONCEPCION",Investigador(a) Nacional Nivel I
168127,"PEREZ RODRIGUEZ, REBECA YASMIN",Investigador(a) Nacional Nivel I
168130,"VAZQUEZ LUNA, ALMA",Investigador(a) Nacional Nivel I
168147,"RIVAS ACEVES, SALVADOR",Investigador(a) Nacional Nivel I
168159,"ALMANZA PEREZ, JULIO CESAR",Investigador(a) Nacional Nivel II
168161,"ZEPEDA ZEPEDA, JOSE ADOLFO",Candidato(a) a Investigador(a) Nacional
168170,"PLATAS LOPEZ, FRANCISCO",Investigador(a) Nacional Nivel I
168171,"GOMEZ NAREDO, JORGE",Investigador(a) Nacional Nivel I
168179,"MARTINEZ CISNEROS, CYNTHIA SUSANA",Investigador(a) Nacional Nivel I
168183,"ISLAS MONDRAGON, DAMIAN",Investigador(a) Nacional Nivel I
168198,"LEON ANDRADE, MARILU",Investigador(a) Nacional Nivel I
168208,"MARTINEZ NATAREN, DANIELA ALEJANDRA",Investigador(a) Nacional Nivel I
168213,"RAMIREZ MARTINEZ, ALEJANDRA",Investigador(a) Nacional Nivel I
168214,"ROMERO CORTES, TERESA",Investigador(a) Nacional Nivel I
168224,"CAMPOS MONTES, GABRIEL RICARDO",Investigador(a) Nacional Nivel I
168237,"HERNANDEZ MENESES, ELEODORO",Investigador(a) Nacional Nivel I
168251,"MARTINEZ ARBOLEYA, HECTOR JOSE",Candidato(a) a Investigador(a) Nacional
168252,"SALAZAR ROJAS, VICTOR MANUEL",Investigador(a) Nacional Nivel I
168256,"URBANO REYES, GUSTAVO",Investigador(a) Nacional Nivel I
168259,"URBAN MORLAN, MARIA ZAIDA",Investigador(a) Nacional Nivel I
168261,"SIBAJA TERAN, BEATRIZ",Candidato(a) a Investigador(a) Nacional
168262,"RIVERA ORTIZ, FRANCISCO ALBERTO",Investigador(a) Nacional Nivel I
168278,"WILSON GARCIA, CLAUDIA YANET",Investigador(a) Nacional Nivel I
168286,"ROMERO PEREZ, ATMIR",Investigador(a) Nacional Nivel I
168287,"VILLALOBOS DELGADO, LUZ HERMILA",Investigador(a) Nacional Nivel I
168291,"RAMIREZ ORDOÑES, SERGIO",Investigador(a) Nacional Nivel I
168298,"SANCHEZ APARICIO, PEDRO",Investigador(a) Nacional Nivel I
168303,"REYNOSO SOTO, EDGAR ALONSO",Investigador(a) Nacional Nivel II
168307,"HERRERA GONZALEZ, IVAN FERNANDO",Investigador(a) Nacional Nivel I
168308,"PEREZ ORTEGA, GIMENA",Candidato(a) a Investigador(a) Nacional
168309,"VELEZ TORRES, MARCELINA",Candidato(a) a Investigador(a) Nacional
168319,"CORDOVA BAUTISTA, YOLANDA",Candidato(a) a Investigador(a) Nacional
168327,"ROBLEDO OLIVO, ARMANDO",Investigador(a) Nacional Nivel I
168330,"CUEVAS ROMO, JULIO",Investigador(a) Nacional Nivel I
168331,"SALINAS RIOS, TEODULO",Investigador(a) Nacional Nivel I
168343,"AGUILAR MIRANDA, ALEJANDRO ALEJO POMPILIO",Investigador(a) Nacional Nivel I
168344,"ALONSO LEMUS, IVONNE LILIANA",Investigador(a) Nacional Nivel I
168355,"ALVARADO LOPEZ, CARLOS JUAN",Investigador(a) Nacional Nivel I
168361,"VITE CRISTOBAL, CLAUDIO",Candidato(a) a Investigador(a) Nacional
168369,"ANDRADE HOYOS, PETRA",Investigador(a) Nacional Nivel I
168382,"LINCOLN STRANGE RESENDIZ, ISABEL",Investigador(a) Nacional Nivel I
168406,"ARGUMEDO DELIRA, ROSALBA",Investigador(a) Nacional Nivel I
168413,"ARRIAGA NAVARRO, MARX",Investigador(a) Nacional Nivel I
168415,"GALINDO ESCAMILLA, EMMANUEL",Investigador(a) Nacional Nivel I
168419,"BORJA BRAVO, MERCEDES",Investigador(a) Nacional Nivel I
168421,"ORDAZ OLIVER, JESUS PATRICIO",Investigador(a) Nacional Nivel I
168427,"MOLINA GAYOSSO, EDUARDO",Investigador(a) Nacional Nivel I
168433,"ARREDONDO AMEZCUA, LIBERTAD",Candidato(a) a Investigador(a) Nacional
168441,"THOME ORTIZ, HUMBERTO",Investigador(a) Nacional Nivel I
168442,"RAYA MONTAÑO, YURIXHI ATENEA",Investigador(a) Nacional Nivel I
168456,"MACEDO RODRIGUEZ, ANGEL ALFONSO",Investigador(a) Nacional Nivel I
168470,"ASBUN BOJALIL, JORGE",Investigador(a) Nacional Nivel I
168484,"ANAYA LOPEZ, JOSE LUIS",Investigador(a) Nacional Nivel I
168489,"COLIN RODRIGUEZ, RICARDO",Investigador(a) Nacional Nivel I
168494,"MARQUEZ VERA, MARCO ANTONIO",Investigador(a) Nacional Nivel I
168498,"BOJORGES VALDEZ, ERIK RENE",Candidato(a) a Investigador(a) Nacional
168502,"MUNGUIA GUILLEN, JOSE LUIS",Candidato(a) a Investigador(a) Nacional
168503,"RAMIREZ QUINTANA, JUAN ALBERTO",Investigador(a) Nacional Nivel I
168522,"DONIS MATURANO, LUIS",Investigador(a) Nacional Nivel I
168531,"ARVIZU BARRON, EZEQUIEL",Investigador(a) Nacional Nivel I
168538,"MENDEZ NAVARRO, JESUS ARTURO",Candidato(a) a Investigador(a) Nacional
168552,"ROMERO NUÑEZ, CAMILO",Investigador(a) Nacional Nivel I
168572,"VAZQUEZ CARDENAS, NORMA ALEJANDRA",Investigador(a) Nacional Nivel I
168575,"BELTRAN NAVARRO, MARIA BEATRIZ",Investigador(a) Nacional Nivel I
168578,"GODINEZ GARCIA, ANDRES",Investigador(a) Nacional Nivel I
168579,"CAMPOS GAONA, DAVID",Investigador(a) Nacional Nivel I
168603,"DIAZ RUVALCABA, LUIS ALEJANDRO",Candidato(a) a Investigador(a) Nacional
168604,"SANCHEZ ROLON, ELBA MARGARITA",Investigador(a) Nacional Nivel I
168605,"GUZMAN LOPEZ, ADRIANA",Candidato(a) a Investigador(a) Nacional
168608,"GONZALEZ MONTIEL, SIMPLICIO",Investigador(a) Nacional Nivel I
168612,"MONTERO PARDO, ARNULFO",Investigador(a) Nacional Nivel I
168614,"GONZALEZ ENRIQUEZ, GRACIA VIVIANA",Investigador(a) Nacional Nivel I
168615,"PEREZ SANCHEZ, ROSA ELENA",Investigador(a) Nacional Nivel I
168629,"RODRIGUEZ PEÑA, OLGA NELLY",Investigador(a) Nacional Nivel I
168630,"CORDOVA FLETES, CARLOS",Investigador(a) Nacional Nivel I
168646,"RUBI CASTELLANOS, RODRIGO",Investigador(a) Nacional Nivel I
168649,"GOMEZ TAGLE CHAVEZ, ALBERTO",Investigador(a) Nacional Nivel I
168653,"AGUILAR CUCURACHI, MARIA DEL SOCORRO",Candidato(a) a Investigador(a) Nacional
168685,"SERRALDE ZUÑIGA, AURORA ELIZABETH",Investigador(a) Nacional Nivel II
168693,"RESENDIZ MORALES, JESUS EDUARDO",Investigador(a) Nacional Nivel I
168705,"TELLEZ AVILA, FELIX IGNACIO",Investigador(a) Nacional Nivel I
168707,"GUERRERO ESCAMILLA, JUAN BACILIO",Investigador(a) Nacional Nivel I
168724,"HERNANDEZ JARQUIN, JUAN DIEGO",Investigador(a) Nacional Nivel I
168739,"ESPINOSA LUNA, CAROLINA",Investigador(a) Nacional Nivel I
168741,"CAMPOS RICO, IVONNE VIRGINIA",Investigador(a) Nacional Nivel I
168763,"RIOS GORDILLO, CARLOS ALBERTO",Investigador(a) Nacional Nivel I
168768,"LUNA PEREZ, DAVID GABRIEL",Investigador(a) Nacional Nivel I
168775,"ARROYO CARMONA, ROSA ELENA",Investigador(a) Nacional Nivel I
168777,"ALBARADO IBAÑEZ, ALONDRA",Candidato(a) a Investigador(a) Nacional
168786,"SERRATOS ALVAREZ, IRIS NATZIELLY",Investigador(a) Nacional Nivel I
168812,"ESCALANTE MARTINEZ, JESUS ENRIQUE",Investigador(a) Nacional Nivel I
168839,"CRUZ SANCHEZ, VIANEY GUADALUPE",Investigador(a) Nacional Nivel I
168846,"GOMEZ ESPINOZA, MARIA GUADALUPE",Investigador(a) Nacional Nivel I
168847,"GARCIA DIAZ, LIDIA ESMERALDA",Investigador(a) Nacional Nivel I
168853,"DOMINGUEZ GUTIERREZ, SILVIA",Investigador(a) Nacional Nivel I
168854,"RICO MANCEBO DEL CASTILLO, YESSICA",Investigador(a) Nacional Nivel II
168870,"LOPEZ ESCOBAR, LUIS ANTONIO",Investigador(a) Nacional Nivel I
168872,"AVALOS LOZANO, JOSE ANTONIO",Candidato(a) a Investigador(a) Nacional
168886,"MORALES FAJARDO, MARIA ESTHER",Investigador(a) Nacional Nivel II
168898,"BARRAGAN TORRES, FELIPE",Investigador(a) Nacional Nivel I
168901,"IBARRA RUELAS, ANA ALEJANDRA",Investigador(a) Nacional Nivel I
168920,"MARTINEZ GARCIA, ERIKA AURORA",Investigador(a) Nacional Nivel I
168928,"BALLINAS AQUINO, MARIA LUISA",Candidato(a) a Investigador(a) Nacional
168939,"OLARTE CARRILLO, IRMA",Investigador(a) Nacional Nivel I
168949,"CORREA ARIAS, CESAR AUGUSTO",Investigador(a) Nacional Nivel II
168959,"FALCON MORALES, LUIS EDUARDO",Investigador(a) Nacional Nivel I
168960,"PADILLA REYES, ILIANA DEL ROCIO",Investigador(a) Nacional Nivel I
168970,"DE LA MORA RODRIGUEZ, ALDO ALEJANDRO",Investigador(a) Nacional Nivel I
168987,"GARCIA DE LA TORRE, PAOLA",Investigador(a) Nacional Nivel I
168988,"REYES RETANA, JOSE ANGEL",Investigador(a) Nacional Nivel I
168994,"GULLIAN KLANIAN, MARIEL",Investigador(a) Nacional Nivel II
169000,"PADILLA CALDERON, ESTHER",Investigador(a) Nacional Nivel I
169002,"TORRES CARRILLO, NORMA",Investigador(a) Nacional Nivel I
169004,"PEREZ SORIA, MARIA MARTINA ESPERANZA",Candidato(a) a Investigador(a) Nacional
169006,"TORRES CARRILLO, NORA MAGDALENA",Investigador(a) Nacional Nivel I
169009,"ZAVALA CERNA, MARIA GUADALUPE",Investigador(a) Nacional Nivel I
169011,"APARICIO SOLANO, DAVID MIGUEL",Investigador(a) Nacional Nivel I
169022,"TRUJILLO SILVA, DANIELA JOYCE",Investigador(a) Nacional Nivel I
169025,"PONCE REGALADO, MARIA DOLORES",Investigador(a) Nacional Nivel I
169028,"FLORES BARRERA, EDEN",Investigador(a) Nacional Nivel I
169029,"JUAREZ MENDEZ, SERGIO",Investigador(a) Nacional Nivel I
169039,"MORALES GUADARRAMA, JUAN CARLOS AXAYACATL",Investigador(a) Nacional Nivel I
169047,"OSORIO BALLESTEROS, ABRAHAM",Investigador(a) Nacional Nivel I
169048,"AGUILAR DIAZ, JOSE HUGO",Investigador(a) Nacional Nivel I
169057,"GARCIA GALVAN, MARTA",Candidato(a) a Investigador(a) Nacional
169061,"HERNANDEZ RAMIREZ, DIEGO FRANCISCO",Investigador(a) Nacional Nivel I
169062,"PARRA UNDA, JESUS RICARDO",Investigador(a) Nacional Nivel I
169064,"PEÑA CASTILLO, REYNA FARIDE",Candidato(a) a Investigador(a) Nacional
169076,"VAZQUEZ ELORZA, ARIEL",Investigador(a) Nacional Nivel I
169083,"SANCHEZ PERALES, SALVADOR",Investigador(a) Nacional Nivel I
169088,"GARCIA MEDINA, NADIA EDITH",Investigador(a) Nacional Nivel I
169090,"LANDEROS JAIME, FIDEL",Investigador(a) Nacional Nivel I
169092,"CAMPA NAVARRO, JUAN IGNACIO",Candidato(a) a Investigador Nacional
169095,"BARRAGAN MENDOZA, FRANCO",Investigador(a) Nacional Nivel I
169096,"HERNANDEZ GONZALEZ, LEOBARDO",Investigador(a) Nacional Nivel I
169113,"ROMERO GERMAN, OTTO HECTOR",Candidato(a) a Investigador(a) Nacional
169137,"GALINDO ALDANA, GILBERTO MANUEL",Investigador(a) Nacional Nivel I
169139,"CRUCES MARTINEZ, MARTHA PATRICIA",Investigador(a) Nacional Nivel I
169140,"CURIEL LOPEZ, FRANCISCO FERNANDO",Investigador(a) Nacional Nivel I
169143,"AGUILAR GALLEGOS, NORMAN",Investigador(a) Nacional Nivel I
169171,"LUNA ALFARO, ANGEL CHRISTIAN",Investigador(a) Nacional Nivel I
169174,"PEREZ DANIEL, MYRIAM REBECA",Investigador(a) Nacional Nivel I
169176,"VAZQUEZ GUZMAN, OLGA",Candidato(a) a Investigador(a) Nacional
169180,"PRIETO QUEZADA, MA TERESA",Investigador(a) Nacional Nivel III
169202,"ROMO CURIEL, ALFONSINA EUGENIA",Investigador(a) Nacional Nivel I
169219,"BARRAZA CELIS, AARON",Investigador(a) Nacional Nivel I
169222,"SANCHEZ RANGEL, JUAN CARLOS",Investigador(a) Nacional Nivel I
169236,"GARCIA ORTUÑO, LUIS ENRIQUE",Candidato(a) a Investigador(a) Nacional
169237,"ESCOBAR JIMENEZ, RICARDO FABRICIO",Investigador(a) Nacional Nivel I
169262,"ZERMEÑO RESENDIZ, BRENDA BERENICE",Investigador(a) Nacional Nivel I
169271,"ARAUZ CABRERA, JONATHAN ISAAC",Investigador(a) Nacional Nivel I
169273,"TORRES ARGUELLES, SOLEDAD VIANEY",Investigador(a) Nacional Nivel I
169276,"DELGADILLO GUZMAN, DEALMY",Investigador(a) Nacional Nivel I
169289,"TREJO PEREA, MARIO",Investigador(a) Nacional Nivel I
169309,"CERVANTES MEDINA, MARIO GERARDO",Investigador(a) Nacional Nivel I
169316,"HIDALGO BRAVO, ALBERTO",Investigador(a) Nacional Nivel I
